StudentId,DiasSemUso,TotalSessoes,TotalGasto
70644110,28,2,0.00
32925067,84,15,0.00
7586436,125,2,0.00
29696255,52,9,0.00
39429635,211,1,0.00
59070228,177,2,0.00
13237813,0,12,0.00
56287936,1,64,59.80
72488912,186,1,0.00
48160117,165,5,0.00
48472528,111,3,0.00
89906877,98,5,0.00
27982319,184,1,0.00
33865231,7,12,0.00
49081200,3,173,149.50
83824492,7,20,0.00
2683914,196,1,0.00
11942267,208,2,0.00
64649156,193,3,0.00
64229784,193,2,0.00
37795730,156,4,0.00
5997532,208,8,0.00
22580007,60,7,0.00
97295098,163,2,0.00
17125959,196,3,0.00
43645343,9,32,0.00
99607324,20,5,0.00
81731759,147,7,0.00
24305350,182,2,0.00
92941537,4,6,0.00
8383529,176,3,0.00
8081898,7,12,0.00
79255858,204,1,0.00
63149606,132,2,0.00
32847858,197,1,0.00
10272733,187,10,0.00
49466028,177,4,0.00
48778029,36,18,0.00
83543737,162,8,0.00
95129255,211,1,0.00
17206082,16,10,0.00
60409744,1,34,0.00
75122763,138,3,0.00
21886638,0,48,0.00
22339478,167,7,0.00
32808631,87,13,0.00
72704509,1,23,0.00
14585467,39,17,0.00
73859626,135,5,0.00
6735412,8,26,0.00
79543211,204,2,0.00
97288374,25,6,0.00
6725047,199,2,0.00
15139051,8,9,0.00
85771512,4,11,0.00
27397248,66,17,0.00
48368684,192,1,0.00
47239252,183,5,0.00
82693477,108,9,0.00
99987011,195,2,0.00
35122872,11,18,0.00
22110416,33,7,0.00
27060303,208,1,0.00
35939570,0,19,0.00
9319671,186,1,0.00
98414317,195,6,0.00
75921914,206,1,0.00
92374013,184,4,0.00
65326790,29,9,0.00
45609741,52,7,0.00
89420984,44,2,0.00
26070241,100,3,0.00
31028910,193,8,0.00
72681787,8,21,0.00
83033860,4,7,0.00
62259999,183,12,0.00
79971534,52,5,0.00
45160001,192,2,0.00
58831909,15,9,0.00
68400125,185,5,0.00
98001577,197,1,0.00
33373055,2,109,179.40
28876549,43,26,0.00
69007154,0,35,0.00
38209606,207,1,0.00
85111731,168,2,0.00
12497019,11,21,0.00
74892058,183,1,0.00
41941385,205,1,0.00
34782701,171,4,0.00
76209436,77,6,0.00
29801436,10,26,0.00
73732722,7,50,0.00
2815687,23,44,0.00
28144580,31,36,0.00
91283808,205,1,0.00
75964241,18,11,0.00
30137628,180,4,0.00
55466478,70,2,0.00
9895977,170,4,0.00
4395317,129,3,0.00
28636604,2,8,0.00
54189953,191,1,0.00
2780330,184,3,0.00
36365251,23,5,0.00
70493485,174,24,0.00
37861947,190,2,0.00
94677583,211,1,0.00
10339746,204,1,0.00
32257901,201,2,0.00
61034583,3,41,59.80
45460421,12,2,0.00
84718934,182,1,0.00
63838707,183,13,0.00
98854479,196,4,0.00
52927122,129,4,0.00
83774442,0,5,0.00
91865610,0,2,0.00
97720304,140,3,0.00
9718302,31,7,0.00
38065018,7,3,0.00
41983575,35,6,209.30
89642120,180,3,0.00
87844420,192,5,0.00
85475005,195,5,0.00
45421669,183,3,0.00
6325111,180,14,209.30
7832172,186,3,0.00
72677290,28,5,0.00
10469292,2,28,0.00
36974229,16,76,0.00
47495118,28,3,0.00
16436071,3,99,0.00
58477417,135,9,0.00
27080492,191,1,0.00
24870527,184,2,0.00
49894978,192,2,0.00
49584150,6,28,29.90
5513019,58,5,0.00
25664013,94,2,0.00
27660499,196,1,0.00
64475809,184,4,0.00
91728298,58,3,0.00
10962833,17,7,0.00
59903399,66,7,0.00
99973698,10,3,0.00
57225704,45,9,0.00
18914325,0,13,0.00
70862933,10,3,0.00
5909517,80,36,0.00
3668801,112,2,0.00
65353660,198,1,0.00
70450989,211,1,0.00
66141693,0,7,0.00
98421871,185,6,0.00
77530346,204,2,0.00
93053399,198,2,0.00
50149742,40,5,0.00
99701038,195,1,0.00
92231526,12,8,0.00
59816000,22,4,0.00
69813793,195,1,0.00
35703369,187,1,0.00
5537215,178,5,0.00
27901655,22,15,0.00
69131722,2,9,0.00
2205126,0,9,0.00
15470314,10,11,0.00
9740151,44,5,0.00
5573952,142,2,0.00
63732788,22,26,0.00
8755476,128,4,0.00
52860905,187,2,0.00
896622,22,47,0.00
2980633,198,1,0.00
82211174,30,11,0.00
99491472,208,1,0.00
69980983,197,3,0.00
43201219,2,8,0.00
19906700,4,40,0.00
59409689,196,1,0.00
4727393,182,1,0.00
378352,182,10,0.00
21157125,202,1,0.00
60317908,23,11,0.00
31811327,64,17,149.50
59263060,188,3,0.00
65985724,26,4,0.00
64170096,9,14,0.00
90384726,1,21,0.00
45922103,30,24,59.80
52546038,185,3,0.00
17438785,177,4,0.00
88666353,14,7,0.00
9844994,185,2,0.00
75898379,44,3,0.00
25579233,200,1,0.00
61347927,181,3,0.00
68582194,33,3,0.00
334382,6,3,0.00
36769990,12,24,0.00
26494591,174,11,0.00
85160908,7,35,0.00
99113402,77,5,0.00
94740929,57,3,0.00
56053667,1,30,0.00
84787793,1,8,0.00
98637256,210,1,0.00
75421108,193,1,0.00
46210521,197,5,0.00
51414216,211,1,0.00
42462635,30,8,0.00
31432006,93,9,0.00
11741592,50,23,0.00
1667343,208,1,0.00
85851177,24,7,0.00
30728779,42,2,0.00
70062417,192,3,0.00
93881658,185,3,0.00
50242239,16,14,0.00
74479029,14,5,0.00
72830829,187,1,0.00
54438909,155,19,0.00
99780823,3,6,0.00
43220993,9,37,0.00
80641096,3,29,0.00
9865532,7,13,0.00
34363624,50,6,0.00
49704118,188,2,0.00
67212986,100,2,0.00
7562197,195,1,0.00
37244559,177,3,0.00
59707238,39,4,0.00
9931383,0,44,0.00
49496685,164,2,0.00
92128174,197,5,0.00
89422255,53,7,0.00
48003581,0,7,0.00
92543616,174,10,0.00
27029231,43,4,0.00
44921945,190,1,0.00
9658030,184,1,0.00
8329583,46,8,0.00
70667568,37,7,0.00
66394814,190,2,0.00
35746569,32,36,0.00
3956400,64,4,0.00
92093799,57,4,0.00
35159254,6,20,0.00
792397,189,1,0.00
20712440,185,1,0.00
18044580,0,9,0.00
49036248,6,24,0.00
57925044,0,75,0.00
64309406,195,1,0.00
8203077,173,5,0.00
32340497,185,1,0.00
26151583,49,2,0.00
87318842,1,10,0.00
36446679,186,1,0.00
21143262,43,4,0.00
85483973,131,15,0.00
12925402,48,22,0.00
99052698,115,9,0.00
84713149,188,1,0.00
96063634,66,2,0.00
9670911,48,5,0.00
67135777,15,8,209.30
60049095,184,2,0.00
26513214,2,65,59.80
55103831,2,18,0.00
45678119,0,34,0.00
37895372,182,2,0.00
1706630,37,6,0.00
51633033,1,7,0.00
97016925,170,2,0.00
47939837,185,1,0.00
9970916,182,5,0.00
27767738,203,1,0.00
86238816,170,4,0.00
4360604,2,42,29.90
59621525,23,12,0.00
2982614,11,16,0.00
90333989,23,11,0.00
43865895,9,17,0.00
89983290,198,5,0.00
86444403,23,3,0.00
66940861,172,9,0.00
21465268,201,1,0.00
73052506,206,1,0.00
32797579,10,9,0.00
18618768,14,12,0.00
32502114,203,1,0.00
9719318,199,1,0.00
88460663,30,8,0.00
11305148,55,16,0.00
47240912,2,77,59.80
54665472,3,21,0.00
82451136,1,15,0.00
18814039,196,2,0.00
26180826,3,34,0.00
92080039,4,3,0.00
9922601,197,2,0.00
77802903,210,1,0.00
83696463,8,10,0.00
55266507,45,6,0.00
12469817,176,5,0.00
19720692,181,2,0.00
81348617,191,2,0.00
28786001,201,1,0.00
93137163,32,3,0.00
13937236,191,14,29.90
70592297,38,5,0.00
57766052,14,30,0.00
3390748,9,7,0.00
78129314,175,5,0.00
58601991,174,6,0.00
60194960,54,4,0.00
85883537,0,41,0.00
37724160,3,7,0.00
46059017,9,16,0.00
72402091,182,4,0.00
27420580,37,4,0.00
43728397,199,2,0.00
86509621,4,22,0.00
16633002,23,11,0.00
80418944,94,5,0.00
65878731,23,52,59.80
35707757,196,1,0.00
8392912,209,1,0.00
10184870,191,1,0.00
46968710,207,1,0.00
40333291,1,3,0.00
21204261,0,6,0.00
22106377,2,7,0.00
22708680,4,87,0.00
26995205,64,3,0.00
65679055,11,7,0.00
97405792,202,1,0.00
72875781,3,14,0.00
96059715,210,1,0.00
11774493,208,4,0.00
52638000,2,13,0.00
71045798,2,11,0.00
69692614,5,8,0.00
76898663,209,1,0.00
81164667,204,4,0.00
34830006,192,5,0.00
27084296,0,131,0.00
73969195,200,1,0.00
2895123,115,6,0.00
59298460,205,2,0.00
87075468,17,6,0.00
14925157,13,7,0.00
56273598,41,21,0.00
23256370,177,3,0.00
32938466,183,1,119.60
5498758,41,13,0.00
7554348,7,13,0.00
84145728,198,8,0.00
47515679,189,5,0.00
58903579,20,12,0.00
51888009,184,5,0.00
74215297,24,11,0.00
74833870,171,3,0.00
59065840,28,14,0.00
14597060,95,11,0.00
51303980,204,1,0.00
63501075,6,7,0.00
91404283,164,3,0.00
31003809,191,1,0.00
80943016,16,10,0.00
44551744,187,1,0.00
64714695,9,4,0.00
45544955,42,18,0.00
38602867,182,4,0.00
1381507,191,7,0.00
21806498,191,1,0.00
84676149,11,3,0.00
10008669,208,1,0.00
85482035,195,6,0.00
93197698,177,9,0.00
59543629,2,7,0.00
38554875,192,1,0.00
15911933,25,4,0.00
48391346,206,2,0.00
36237239,184,2,0.00
39514993,46,30,209.30
50501042,184,2,0.00
58862414,50,3,0.00
61829297,162,25,0.00
80734870,54,6,0.00
38790306,178,8,0.00
25085938,200,6,0.00
63914797,4,66,0.00
94932679,207,1,0.00
6057211,31,4,0.00
96776499,17,14,0.00
5177843,7,9,0.00
67516861,38,18,0.00
47501799,203,2,0.00
11386980,204,1,0.00
64652425,15,8,0.00
91938846,182,1,0.00
9616144,71,7,0.00
10670992,191,2,0.00
73894688,20,15,0.00
85615145,48,4,0.00
88830629,192,1,0.00
62126872,7,19,0.00
75512841,196,1,0.00
12686516,205,6,0.00
86942195,196,1,0.00
46615555,204,1,0.00
95699235,14,6,0.00
7457288,49,11,0.00
85459456,51,9,0.00
99985766,21,20,0.00
75072593,1,22,0.00
41785476,2,9,0.00
48828434,40,27,0.00
48978103,12,17,0.00
23697371,183,5,0.00
74396264,192,1,0.00
77012823,198,6,0.00
21850036,12,28,0.00
70918419,29,25,0.00
74237086,189,2,0.00
76372985,186,3,0.00
3436530,12,40,0.00
99761447,44,4,0.00
13257146,52,7,0.00
2266480,35,8,0.00
13887120,195,1,0.00
81758875,206,2,0.00
75562307,64,19,0.00
91885985,0,93,0.00
76781643,60,13,0.00
51996035,23,21,0.00
79342384,40,6,0.00
85058810,172,5,0.00
88056333,186,1,0.00
28209695,47,4,0.00
86423384,4,30,0.00
85803397,43,6,0.00
4412761,17,18,0.00
45285465,193,12,0.00
18568887,7,57,0.00
3983897,163,8,0.00
8120813,8,4,0.00
14799607,13,17,0.00
16778529,70,4,0.00
977990,15,20,0.00
53453089,204,1,0.00
31336901,177,2,0.00
57122504,203,1,0.00
44381242,49,8,0.00
18077879,9,36,0.00
6026454,126,7,0.00
71448113,177,6,0.00
49897222,113,22,0.00
11469533,22,6,0.00
29874437,19,25,0.00
88102404,42,8,0.00
79908145,0,57,23.90
21887036,79,2,0.00
47555178,198,4,0.00
49989522,8,6,0.00
91352819,12,36,23.90
89462879,23,7,0.00
51146047,24,3,0.00
1470615,183,2,0.00
7985940,201,1,0.00
78741020,9,3,0.00
38571466,19,6,0.00
61452896,207,1,0.00
56356543,5,9,0.00
4898562,13,28,0.00
61101198,210,1,0.00
65579479,10,98,0.00
35009350,197,2,0.00
356351,85,4,0.00
50636127,187,5,0.00
83516223,185,2,0.00
84878052,185,2,0.00
2122699,183,7,0.00
49630745,106,3,0.00
75594438,180,2,0.00
41253893,11,4,0.00
56262251,182,1,0.00
68892836,16,2,0.00
46487111,86,11,0.00
55029619,186,4,0.00
52971616,28,12,0.00
27813918,23,5,0.00
48103266,80,9,0.00
57709278,29,8,0.00
75077980,192,2,0.00
75535901,8,14,0.00
80303278,9,4,0.00
22446531,189,1,0.00
88919949,37,4,0.00
53689562,2,9,0.00
32705474,206,2,0.00
40297350,83,22,29.90
11398066,190,2,0.00
25858116,2,12,0.00
9108468,10,12,0.00
5943924,191,1,0.00
25812225,59,6,0.00
32345764,7,23,0.00
83856606,24,7,0.00
62127413,35,4,0.00
45743386,4,33,0.00
24523469,209,1,0.00
82676394,208,1,0.00
11067075,185,1,0.00
35732706,121,18,0.00
71317645,92,7,0.00
49739000,172,3,0.00
45942521,53,3,0.00
65312664,26,6,0.00
73756317,9,47,0.00
24666294,202,2,0.00
18922795,2,600,179.40
36692644,183,4,0.00
49162356,0,18,0.00
98936431,183,1,0.00
33629150,53,2,0.00
38169692,201,2,0.00
19195827,1,3,0.00
28557769,20,8,0.00
38400440,17,9,0.00
26579763,210,1,0.00
14761980,185,37,0.00
90019646,2,66,0.00
90578491,0,20,59.80
52187573,185,3,0.00
24147898,26,4,0.00
95083413,198,3,0.00
20827522,191,6,0.00
53819174,181,3,0.00
63369580,188,4,0.00
25888561,3,98,0.00
30498446,211,1,0.00
53235451,186,1,0.00
84435969,20,10,0.00
33256848,183,1,0.00
95611100,13,32,0.00
4163367,3,28,0.00
31544638,205,1,0.00
20847728,116,8,0.00
60566973,1,40,0.00
31183508,202,1,0.00
18284219,203,1,0.00
75991924,7,64,0.00
96165437,187,1,0.00
20018241,131,29,0.00
17471025,182,2,0.00
83187373,178,2,0.00
67548036,183,1,0.00
45426352,14,6,0.00
68917370,71,8,0.00
21531857,207,1,0.00
94136585,9,27,0.00
99189901,119,12,0.00
55865126,211,1,0.00
15119463,87,2,0.00
8517343,19,2,0.00
22404341,122,7,0.00
36567924,1,24,0.00
54571893,150,4,0.00
36352802,188,2,0.00
62353833,9,3,0.00
24521886,205,1,0.00
27710406,80,8,0.00
57756431,193,2,0.00
49148416,1,4,0.00
79719014,17,70,0.00
80049785,199,1,0.00
64301895,194,1,0.00
26016982,202,1,0.00
897037,195,1,0.00
73343228,16,11,0.00
18829453,195,1,0.00
34399871,192,2,0.00
87876110,186,1,0.00
56295762,202,1,0.00
38168218,182,8,0.00
7479289,188,3,0.00
93997493,124,11,0.00
53109884,6,6,0.00
72568806,180,4,0.00
16304653,32,17,0.00
51442036,2,17,0.00
42299850,10,26,0.00
76566521,36,3,0.00
83954785,208,2,0.00
30300871,0,32,0.00
57274400,67,4,0.00
98364868,8,17,0.00
29427634,204,1,0.00
86171803,25,14,0.00
18247133,181,6,0.00
54670410,196,1,0.00
14763540,186,1,0.00
98504195,190,1,0.00
32372399,144,4,0.00
15776433,70,4,0.00
57413727,187,1,0.00
87374846,28,2,0.00
43772264,132,3,0.00
34531561,187,1,0.00
55970825,10,26,0.00
43556836,4,119,0.00
9223238,210,1,0.00
47163228,182,15,0.00
84001217,7,3,0.00
221461,26,11,0.00
31431302,40,2,0.00
11919519,2,52,89.70
83291927,30,11,0.00
946503,187,3,0.00
71819121,199,1,0.00
18316373,67,20,0.00
7821993,199,1,0.00
27739683,171,5,0.00
50463916,31,9,0.00
81396812,4,32,0.00
90876919,192,2,0.00
4562092,174,5,0.00
11637705,7,7,0.00
28111052,87,2,0.00
28294349,10,9,0.00
62640602,35,7,0.00
2144073,44,9,0.00
74843946,118,3,0.00
13756057,182,1,0.00
22409422,1,27,0.00
42807363,2,50,0.00
89553782,119,24,0.00
99038758,206,1,0.00
65996166,2,2,0.00
42708989,77,5,0.00
79844358,35,14,0.00
65562788,14,24,0.00
48208736,182,2,0.00
65876112,62,2,0.00
89945002,204,1,0.00
47926455,192,1,0.00
86552034,178,15,0.00
24704124,37,15,0.00
11108632,162,2,0.00
87837985,198,1,0.00
86403221,6,20,0.00
38150780,13,3,0.00
84808168,6,5,0.00
50593528,176,3,0.00
58595622,206,6,0.00
70648421,8,48,0.00
16171735,12,5,0.00
95369429,5,20,0.00
98080303,210,4,0.00
57484000,49,8,0.00
76641563,204,1,0.00
20327214,6,13,0.00
54939180,7,30,0.00
68168650,2,17,0.00
8246243,0,20,0.00
26078107,142,10,0.00
56351222,9,16,0.00
76085775,30,8,0.00
28320841,203,1,0.00
45112304,56,3,0.00
19553081,184,2,0.00
989726,204,5,0.00
44271556,13,24,0.00
96136592,191,4,0.00
24068817,184,3,0.00
81561426,204,1,0.00
93875043,202,1,0.00
4836172,199,2,0.00
25491207,24,75,0.00
32845090,2,2,0.00
2244419,204,1,0.00
40996358,204,3,0.00
34524007,21,5,0.00
6496443,202,1,0.00
65598245,73,5,0.00
72188051,188,1,0.00
6849538,16,7,0.00
24232054,8,5,0.00
30352538,4,13,0.00
60057276,38,2,0.00
36701569,20,15,0.00
97742960,30,13,0.00
6991550,195,5,0.00
18793326,185,1,0.00
13849390,183,1,0.00
36545594,79,10,0.00
4277736,176,4,0.00
48597188,184,2,0.00
77515112,195,2,0.00
50827502,171,22,0.00
71187106,0,10,0.00
28765008,184,2,0.00
89743514,201,1,0.00
82043314,154,6,0.00
98765099,44,5,0.00
5672698,39,4,0.00
18066080,22,2,0.00
50411891,192,2,0.00
45005795,190,2,0.00
98893892,188,1,0.00
20396600,20,15,0.00
83570624,207,4,0.00
42265060,24,4,0.00
88531125,21,14,0.00
37149474,205,1,0.00
94305991,5,14,0.00
3525020,10,13,0.00
30985289,192,3,0.00
38653747,202,1,0.00
71983861,7,16,0.00
16770288,19,6,0.00
7340377,192,1,0.00
65156128,207,1,0.00
63565151,0,15,0.00
90175767,0,24,0.00
55673642,200,2,0.00
89997170,186,1,0.00
16589779,55,5,0.00
40679848,187,1,0.00
30257851,38,10,0.00
37087565,37,14,0.00
30358618,198,2,0.00
11116853,6,38,89.70
32218734,16,6,0.00
71878849,60,2,0.00
19861055,188,1,0.00
99031951,185,2,0.00
20280181,0,4,0.00
33763860,205,1,0.00
83931748,183,1,0.00
81261873,163,6,0.00
65186802,36,13,0.00
49982148,210,3,0.00
70883623,41,4,0.00
8997900,64,28,0.00
11620327,2,7,0.00
50513863,205,2,0.00
82104748,194,1,0.00
28641788,131,4,0.00
12241333,52,3,0.00
68950091,17,23,0.00
80245591,191,1,0.00
25608324,27,7,0.00
67151715,100,7,0.00
73498459,192,6,0.00
89462776,19,2,0.00
13938896,193,5,0.00
81322915,184,1,0.00
39928437,9,8,0.00
28292454,183,1,0.00
64864819,193,4,0.00
36772698,185,3,0.00
6952094,85,9,0.00
58329162,16,10,0.00
65126367,21,8,0.00
41465365,208,1,0.00
49142030,24,3,0.00
9216122,180,2,0.00
60348024,4,14,0.00
5779015,191,3,0.00
47844426,1,30,0.00
74017178,23,2,0.00
26332078,155,2,0.00
61018957,40,3,0.00
21949695,10,49,0.00
71106359,194,2,0.00
1436672,201,1,0.00
54297793,204,1,0.00
13402613,37,4,0.00
2842972,2,80,209.30
7810466,169,3,0.00
41978580,197,1,0.00
41330807,39,20,0.00
53011842,17,7,0.00
26794384,3,20,0.00
70565264,193,2,0.00
28862374,187,1,0.00
97890737,132,4,0.00
27208996,167,2,0.00
28519896,50,3,0.00
8578336,195,2,0.00
11727228,183,1,0.00
54180069,4,11,0.00
35296228,85,3,0.00
89656212,1,5,0.00
91495034,194,2,0.00
36373177,192,1,0.00
66713053,76,2,0.00
34652385,31,5,0.00
74969539,170,4,0.00
10054766,146,2,0.00
16718572,211,1,0.00
64634921,5,43,0.00
68203025,210,2,0.00
68385160,20,14,29.90
95663294,6,8,0.00
70886179,188,1,0.00
35691252,178,4,0.00
90333846,178,4,0.00
87656102,17,16,0.00
46624652,192,3,0.00
50231007,21,9,0.00
30396331,188,2,0.00
4350431,185,1,0.00
76103714,16,2,0.00
33391575,199,1,0.00
27724346,50,8,0.00
9945011,58,10,0.00
81336480,193,4,0.00
53825271,4,16,0.00
7098036,162,3,0.00
99789081,102,6,0.00
38011201,205,5,0.00
2607770,205,3,0.00
53040206,205,1,0.00
38392783,10,4,0.00
98590993,25,6,0.00
25626532,199,1,0.00
57116,7,26,0.00
48913944,207,1,0.00
64155091,56,6,0.00
83930835,190,1,0.00
96678915,184,1,0.00
48985325,20,5,0.00
15624952,50,2,0.00
26483270,200,1,0.00
40951950,16,9,0.00
23746067,71,4,0.00
32008464,5,22,0.00
74707009,196,2,0.00
64181251,168,2,0.00
63473527,182,2,0.00
14023373,9,26,0.00
86022798,8,12,0.00
40094737,7,31,0.00
43152065,201,1,0.00
55829102,185,6,0.00
77891596,4,120,29.90
23317844,8,3,0.00
76811985,184,2,0.00
84625887,28,12,0.00
30854346,211,1,0.00
33061440,183,1,0.00
43849075,91,6,0.00
30861093,148,2,59.80
36617805,36,2,0.00
79610284,85,4,0.00
38342842,190,2,0.00
1356286,87,8,0.00
16938606,162,2,0.00
81019140,0,6,0.00
50364612,183,9,0.00
57547100,206,1,0.00
85453462,89,18,0.00
6121041,98,3,0.00
76971206,197,3,0.00
83481762,1,47,119.60
5462697,181,6,0.00
24943010,195,8,0.00
29722627,178,7,0.00
9312406,2,32,0.00
28532923,26,23,0.00
74788755,5,25,29.90
7725643,174,2,0.00
12540886,190,5,0.00
43692293,205,1,0.00
96512893,163,16,0.00
73736171,21,12,0.00
5852623,181,6,0.00
28554171,10,18,0.00
62507017,209,1,0.00
32049019,199,1,0.00
63414380,24,24,0.00
2698842,0,30,0.00
88391025,37,9,0.00
8985640,30,4,0.00
46474542,13,20,0.00
27594992,9,6,0.00
34086427,23,8,0.00
67061296,2,19,0.00
35823031,185,3,0.00
76642170,30,10,0.00
34970123,76,3,0.00
86364847,0,27,0.00
57781549,183,2,0.00
64037559,164,100,0.00
86929102,23,33,0.00
42529539,196,1,0.00
20202251,2,12,0.00
26089491,190,1,0.00
82807829,15,15,0.00
63831634,3,65,0.00
96276125,192,1,0.00
87270375,134,2,0.00
25256251,58,9,0.00
29280195,164,3,0.00
48879477,80,4,0.00
10676402,169,5,0.00
73293739,201,1,0.00
95112587,0,10,0.00
22522884,194,1,0.00
74128745,187,1,0.00
84725117,0,19,0.00
80176749,0,46,59.80
87539460,186,5,0.00
75081392,185,2,0.00
97505640,202,1,0.00
14170583,57,8,0.00
65580621,2,16,0.00
5402823,190,5,0.00
98815378,76,10,0.00
61616451,193,2,0.00
49686494,195,3,0.00
29251470,12,18,0.00
88201943,45,3,0.00
46028486,183,2,0.00
29531003,196,2,0.00
25032078,205,1,0.00
81769217,195,1,0.00
66118905,8,4,0.00
91760249,8,74,0.00
75032968,175,2,0.00
19902406,7,11,0.00
82092551,23,7,0.00
84520858,197,2,0.00
72907497,32,12,0.00
17896680,191,5,0.00
82327922,187,2,0.00
68035895,177,6,0.00
46418936,184,1,0.00
71552160,94,15,0.00
73743104,0,13,0.00
58173940,184,11,0.00
98411506,183,1,0.00
9307686,192,5,0.00
80361274,15,33,0.00
88566107,2,31,0.00
17074501,190,13,0.00
30120751,201,1,0.00
57597923,182,2,0.00
81881013,17,15,0.00
63604132,109,6,0.00
91455893,190,1,0.00
23950764,41,4,0.00
5653491,180,2,0.00
33774700,204,2,0.00
34660337,206,4,0.00
63443749,183,2,0.00
49012255,197,3,0.00
7032005,45,6,0.00
69653547,12,11,0.00
48272809,211,2,0.00
81615950,10,6,0.00
33512339,88,28,0.00
24518786,177,3,0.00
84868457,6,4,0.00
12989435,182,1,0.00
85724857,201,1,0.00
22552161,36,8,0.00
2684793,182,4,0.00
51327515,65,14,0.00
50673061,41,4,0.00
11812764,190,1,0.00
95068110,183,4,0.00
49620480,1,36,0.00
94013348,0,18,0.00
13551197,19,7,0.00
39425699,196,3,0.00
42490269,17,18,0.00
99677105,186,3,0.00
32194867,44,5,0.00
88821289,37,16,119.60
11039922,186,2,0.00
45735374,0,21,0.00
78510959,0,8,0.00
4195767,3,81,0.00
53966759,23,8,0.00
29489397,17,5,0.00
75645192,2,18,0.00
82116215,206,1,0.00
7886593,206,1,0.00
80190898,16,12,0.00
3378511,136,2,0.00
5056681,184,2,0.00
73111541,193,2,0.00
27588228,49,5,0.00
78351263,210,1,0.00
39648890,173,2,0.00
64990226,166,11,0.00
51750969,183,1,0.00
34955977,186,1,0.00
74168702,0,47,0.00
48063870,199,1,0.00
44855018,173,14,0.00
39296754,59,3,0.00
92158957,208,1,0.00
34476605,122,6,0.00
9232993,187,1,0.00
80566944,26,2,0.00
31527821,104,4,0.00
64101025,188,3,0.00
93582669,182,1,0.00
67109,133,8,0.00
7323812,2,2,0.00
97995394,11,7,0.00
68986882,3,114,0.00
58376885,196,2,0.00
98496658,188,3,0.00
32364447,100,9,0.00
11305858,191,5,0.00
91929683,182,3,0.00
52295336,90,5,0.00
90825389,28,4,0.00
75695909,87,18,0.00
88054587,162,8,0.00
76365056,193,1,0.00
65480936,12,5,0.00
60098484,199,2,0.00
70933275,1,3,0.00
91503003,2,4,0.00
14870593,3,5,0.00
41718944,37,3,0.00
39397066,40,28,0.00
71097786,197,2,0.00
11616812,133,11,0.00
40574192,9,3,0.00
14257178,200,2,0.00
33674729,2,3,0.00
93461184,4,13,0.00
73495980,3,33,119.60
36243648,9,3,0.00
26000045,4,7,0.00
68446365,1,49,0.00
44119388,182,1,0.00
20290300,201,5,0.00
50261572,15,20,0.00
62172823,4,16,0.00
14576619,2,10,0.00
30639170,180,4,0.00
70451785,201,2,0.00
79141546,9,10,0.00
84359012,206,2,0.00
87029102,83,11,0.00
89364465,17,11,0.00
52867749,56,4,0.00
30725636,180,2,0.00
62599002,185,1,0.00
39418271,24,16,0.00
38019668,185,1,0.00
27166331,25,18,0.00
70131591,68,22,0.00
46945321,205,2,0.00
20008901,193,1,0.00
50649881,52,12,0.00
68344061,2,23,0.00
56683461,198,1,0.00
72289585,28,5,0.00
31301009,191,2,0.00
23648463,38,42,0.00
33713226,11,27,0.00
4302508,183,3,0.00
37562045,40,23,0.00
23317767,36,6,0.00
79981272,8,17,0.00
46388620,170,7,0.00
17868047,1,26,0.00
53885723,191,10,0.00
71041032,182,3,0.00
83457314,36,9,0.00
65989382,192,2,0.00
38022914,194,1,0.00
3366045,180,7,0.00
2512253,210,1,0.00
9811695,162,8,0.00
99229984,199,1,0.00
3958922,135,2,0.00
44991872,3,193,0.00
37930517,27,6,0.00
11219953,205,1,0.00
63028885,2,24,0.00
71034477,192,1,0.00
27015039,38,9,0.00
42318250,196,1,0.00
45613814,191,6,0.00
12768342,209,1,0.00
93692324,73,9,0.00
62405214,2,8,0.00
78610813,182,4,0.00
71034085,20,13,0.00
4489741,20,8,0.00
68800900,202,1,0.00
30391502,190,2,0.00
35367855,194,2,0.00
63680986,208,2,0.00
24566924,24,22,0.00
15309364,10,10,0.00
47837516,57,9,0.00
94046232,91,3,0.00
86215281,21,5,0.00
47414062,15,8,0.00
15024504,172,9,0.00
31307564,183,2,0.00
71856848,17,8,0.00
63719154,185,1,0.00
31844036,182,4,0.00
11298845,140,3,0.00
33400340,45,2,0.00
36893024,57,8,0.00
62264115,201,2,0.00
1069308,191,1,0.00
46251789,0,27,0.00
73716303,8,15,0.00
35045357,123,4,0.00
97337096,59,6,0.00
12600525,42,5,0.00
7099450,189,3,0.00
34618485,196,3,0.00
62692667,199,1,0.00
94816867,192,1,0.00
32495413,69,4,0.00
91726741,82,21,0.00
82168509,136,8,0.00
95038129,23,11,0.00
77086434,211,1,0.00
92958102,188,1,0.00
55829872,0,5,0.00
6313933,81,2,0.00
11230979,190,7,0.00
92789438,10,13,0.00
93549439,79,3,0.00
25909514,0,17,0.00
48447951,187,3,0.00
69218898,3,12,0.00
97922599,2,36,0.00
43415365,184,8,0.00
2896351,80,21,0.00
69455056,199,1,0.00
13046607,138,16,0.00
13257080,11,4,0.00
18101005,191,3,0.00
19661342,190,2,0.00
16332310,0,4,0.00
60636333,55,3,0.00
82731290,204,1,0.00
6931550,199,1,0.00
81228345,2,39,29.90
67812329,8,33,0.00
70455360,2,18,0.00
66889337,8,24,0.00
47076052,22,11,0.00
44980093,183,2,0.00
